"MAPA DE RENTABILIDADE - ANALÍTICO POR GRUPO DE PRODUTO","Folha.:","1","001: CLEAN BRASIL - 00.628.815/0001-10","Emissão.:","15M03M2026","Tipo de Custo: 1- Custo Médio","Período : 01/10/2025 à 31/10/2025","Produto                                                       Qtde        Total        Total        Total      ICMS ST        DIFAL        Total         Valor      %","                                                                           Venda    Venda Liq  Custo Liq I                           Custo Liq II        Rentab   Rentab","Grupo : 05.01-C - CEE - PARTES DE ELEV LÍQ",,,"CEE201266 - BUCHA DA BALANÇA PARA AP3","                                                                4     1.157,66       803,59       555,77         0,00         0,00       555,77        247,82    30,84","---------------------------------------------------------------------------------------------------------------------","                                              TOTAL GRUPO:     28    16.861,34    11.704,29    11.241,61         0,00         0,00    11.241,61        462,68     3,95","----------------------------------------------------------------------------------------------------------------","                                                   TOTAIS:    749     1.157,66 3.065.340,93 1.848.231,55         0,00   255.141,21       555,77        247,82    30,84","Não estão sendo consideradas no relatório as devoluções do período."
"MAPA DE RENTABILIDADE - ANALÍTICO POR GRUPO DE PRODUTO","Folha.:","1","001: CLEAN BRASIL - 00.628.815/0001-10","Emissão.:","15M03M2026","Tipo de Custo: 1- Custo Médio","Período : 01/10/2025 à 31/10/2025","Produto                                                       Qtde        Total        Total        Total      ICMS ST        DIFAL        Total         Valor      %","                                                                           Venda    Venda Liq  Custo Liq I                           Custo Liq II        Rentab   Rentab","Grupo : 05.01-C - CEE - PARTES DE ELEV LÍQ",,,"CEE201852 - ESFERA DE TEFLON DE 7/8""" PARA ELEVADOR DE LÍQUIDOS AP4","                                                               14     2.483,87     1.724,18     1.208,79         0,00         0,00     1.208,79        515,39    29,89","---------------------------------------------------------------------------------------------------------------------","                                              TOTAL GRUPO:     28    16.861,34    11.704,29    11.241,61         0,00         0,00    11.241,61        462,68     3,95","----------------------------------------------------------------------------------------------------------------","                                                   TOTAIS:    749     3.641,53 3.065.340,93 1.848.231,55         0,00   255.141,21     1.764,56        763,20    30,19","Não estão sendo consideradas no relatório as devoluções do período."
"MAPA DE RENTABILIDADE - ANALÍTICO POR GRUPO DE PRODUTO","Folha.:","1","001: CLEAN BRASIL - 00.628.815/0001-10","Emissão.:","15M03M2026","Tipo de Custo: 1- Custo Médio","Período : 01/10/2025 à 31/10/2025","Produto                                                       Qtde        Total        Total        Total      ICMS ST        DIFAL        Total         Valor      %","                                                                           Venda    Venda Liq  Custo Liq I                           Custo Liq II        Rentab   Rentab","Grupo : 05.01-C - CEE - PARTES DE ELEV LÍQ",,,"CEE206112 - RESTRITOR DE FLUXO DA CAPTAÇÃO PARA ELEVADOR DE LÍQUIDOS MODELO AP4+ BL","                                                               10    13.219,81     9.176,53     9.477,05         0,00         0,00     9.477,05       -300,52    -3,27","---------------------------------------------------------------------------------------------------------------------","                                              TOTAL GRUPO:     28    16.861,34    11.704,29    11.241,61         0,00         0,00    11.241,61        462,68     3,95","----------------------------------------------------------------------------------------------------------------","                                                   TOTAIS:    749    16.861,34 3.065.340,93 1.848.231,55         0,00   255.141,21    11.241,61        462,68     3,95","Não estão sendo consideradas no relatório as devoluções do período."
"MAPA DE RENTABILIDADE - ANALÍTICO POR GRUPO DE PRODUTO","Folha.:","1","001: CLEAN BRASIL - 00.628.815/0001-10","Emissão.:","15M03M2026","Tipo de Custo: 1- Custo Médio","Período : 01/10/2025 à 31/10/2025","Produto                                                       Qtde        Total        Total        Total      ICMS ST        DIFAL        Total         Valor      %","                                                                           Venda    Venda Liq  Custo Liq I                           Custo Liq II        Rentab   Rentab","Grupo : 05.02-C - QED - PARTES ELEV LÍQUIDOS",,,"CEBF00929-00 - EIXO DE SUSTENTAÇÃO DO CONTRAPESO E HASTE PARA ELEVADOR DE LÍQUIDOS NUMMATIC","                                                               10     1.656,00     1.149,51       164,83         0,00         0,00       164,83        984,68    85,66","---------------------------------------------------------------------------------------------------------------------","                                              TOTAL GRUPO:     40     3.627,32     2.517,90     1.005,97         0,00         0,00     1.005,97      1.511,93    60,05","----------------------------------------------------------------------------------------------------------------","                                                   TOTAIS:    749    18.517,34 3.065.340,93 1.848.231,55         0,00   255.141,21    11.406,44      1.447,36    11,26","Não estão sendo consideradas no relatório as devoluções do período."
"MAPA DE RENTABILIDADE - ANALÍTICO POR GRUPO DE PRODUTO","Folha.:","1","001: CLEAN BRASIL - 00.628.815/0001-10","Emissão.:","15M03M2026","Tipo de Custo: 1- Custo Médio","Período : 01/10/2025 à 31/10/2025","Produto                                                       Qtde        Total        Total        Total      ICMS ST        DIFAL        Total         Valor      %","                                                                           Venda    Venda Liq  Custo Liq I                           Custo Liq II        Rentab   Rentab","Grupo : 05.02-C - QED - PARTES ELEV LÍQUIDOS",,,"QED206212 - TRAVA DA CONEXÃO DE ENGATE RÁPIDO - ENTRADA DO AR PARA ELEVADOR DE LIQUIDO","                                                               10       466,40       323,75       199,18         0,00         0,00       199,18        124,57    38,48","---------------------------------------------------------------------------------------------------------------------","                                              TOTAL GRUPO:     40     3.627,32     2.517,90     1.005,97         0,00         0,00     1.005,97      1.511,93    60,05","----------------------------------------------------------------------------------------------------------------","                                                   TOTAIS:    749    18.983,74 3.065.340,93 1.848.231,55         0,00   255.141,21    11.605,62      1.571,93    11,93","Não estão sendo consideradas no relatório as devoluções do período."
"MAPA DE RENTABILIDADE - ANALÍTICO POR GRUPO DE PRODUTO","Folha.:","1","001: CLEAN BRASIL - 00.628.815/0001-10","Emissão.:","15M03M2026","Tipo de Custo: 1- Custo Médio","Período : 01/10/2025 à 31/10/2025","Produto                                                       Qtde        Total        Total        Total      ICMS ST        DIFAL        Total         Valor      %","                                                                           Venda    Venda Liq  Custo Liq I                           Custo Liq II        Rentab   Rentab","Grupo : 05.02-C - QED - PARTES ELEV LÍQUIDOS",,,"QED206215 - TRAVA TIPO CLIP EM INOX PARA ENGATE RÁPIDO DE EXAUSTÃO DOS ELEVADORES DE LÍQUIDOS AP4+","                                                               10       489,57       339,84       208,98         0,00         0,00       208,98        130,86    38,51","---------------------------------------------------------------------------------------------------------------------","                                              TOTAL GRUPO:     40     3.627,32     2.517,90     1.005,97         0,00         0,00     1.005,97      1.511,93    60,05","----------------------------------------------------------------------------------------------------------------","                                                   TOTAIS:    749    19.473,31 3.065.340,93 1.848.231,55         0,00   255.141,21    11.814,60      1.702,79    12,60","Não estão sendo consideradas no relatório as devoluções do período."
"MAPA DE RENTABILIDADE - ANALÍTICO POR GRUPO DE PRODUTO","Folha.:","1","001: CLEAN BRASIL - 00.628.815/0001-10","Emissão.:","15M03M2026","Tipo de Custo: 1- Custo Médio","Período : 01/10/2025 à 31/10/2025","Produto                                                       Qtde        Total        Total        Total      ICMS ST        DIFAL        Total         Valor      %","                                                                           Venda    Venda Liq  Custo Liq I                           Custo Liq II        Rentab   Rentab","Grupo : 05.02-C - QED - PARTES ELEV LÍQUIDOS",,,"QED303011 - TRAVA DA CONEXÃO DO ENGATE RÁPIDO DA DESCARGA DO ELEVADOR DE LÍQUIDO MODELO AUTOPUMP","                                                               10     1.015,35       704,80       432,98         0,00         0,00       432,98        271,82    38,57","---------------------------------------------------------------------------------------------------------------------","                                              TOTAL GRUPO:     40     3.627,32     2.517,90     1.005,97         0,00         0,00     1.005,97      1.511,93    60,05","----------------------------------------------------------------------------------------------------------------","                                                   TOTAIS:    749    20.488,66 3.065.340,93 1.848.231,55         0,00   255.141,21    12.247,58      1.974,61    13,88","Não estão sendo consideradas no relatório as devoluções do período."
"MAPA DE RENTABILIDADE - ANALÍTICO POR GRUPO DE PRODUTO","Folha.:","1","001: CLEAN BRASIL - 00.628.815/0001-10","Emissão.:","15M03M2026","Tipo de Custo: 1- Custo Médio","Período : 01/10/2025 à 31/10/2025","Produto                                                       Qtde        Total        Total        Total      ICMS ST        DIFAL        Total         Valor      %","                                                                           Venda    Venda Liq  Custo Liq I                           Custo Liq II        Rentab   Rentab","Grupo : 05.02-M - QED - APAR. P/ FILTRAR LÍQUIDO",,,"QEDFF8200T-10 - KIT CONTENDO 10 UNIDADES DE FILTRO PARA ÁGUA SUBTERRÂNEA MODELO FF8200T CAPACIDADE DE 5 LITROS.","                                                               34    26.531,22    19.861,27    16.182,76         0,00         0,00    16.182,76      3.678,51    18,52","---------------------------------------------------------------------------------------------------------------------","                                              TOTAL GRUPO:     34    26.531,22    19.861,27    16.182,76         0,00         0,00    16.182,76      3.678,51    18,52","----------------------------------------------------------------------------------------------------------------","                                                   TOTAIS:    749    47.019,88 3.065.340,93 1.848.231,55         0,00   255.141,21    28.430,34      5.653,13    16,59","Não estão sendo consideradas no relatório as devoluções do período."
"MAPA DE RENTABILIDADE - ANALÍTICO POR GRUPO DE PRODUTO","Folha.:","1","001: CLEAN BRASIL - 00.628.815/0001-10","Emissão.:","15M03M2026","Tipo de Custo: 1- Custo Médio","Período : 01/10/2025 à 31/10/2025","Produto                                                       Qtde        Total        Total        Total      ICMS ST        DIFAL        Total         Valor      %","                                                                           Venda    Venda Liq  Custo Liq I                           Custo Liq II        Rentab   Rentab","Grupo : 05.02-R - QED - ACESS APAR MED CONTROLE",,,"QEDGA5K-CUSTOM - CONECTOR DE ENTRADA DO ANEMÔMETRO PARA ANALISADOR DE GÁS MODELO GEM5000.","                                                                1       646,64       530,26       320,56         0,00         0,00       320,56        209,70    39,55","---------------------------------------------------------------------------------------------------------------------","                                              TOTAL GRUPO:      1       646,64       530,26       320,56         0,00         0,00       320,56        209,70    39,55","----------------------------------------------------------------------------------------------------------------","                                                   TOTAIS:    749    47.666,52 3.065.340,93 1.848.231,55         0,00   255.141,21    28.750,90      5.862,82    16,94","Não estão sendo consideradas no relatório as devoluções do período."
"MAPA DE RENTABILIDADE - ANALÍTICO POR GRUPO DE PRODUTO","Folha.:","1","001: CLEAN BRASIL - 00.628.815/0001-10","Emissão.:","15M03M2026","Tipo de Custo: 1- Custo Médio","Período : 01/10/2025 à 31/10/2025","Produto                                                       Qtde        Total        Total        Total      ICMS ST        DIFAL        Total         Valor      %","                                                                           Venda    Venda Liq  Custo Liq I                           Custo Liq II        Rentab   Rentab","Grupo : 05.02-S1 - QED - OUTRAS PARTES E ACESSÓRIOS",,,"CEBF00919-00 - PLUG FALSO PARA SENSOR COH2 GEM5000","                                                                1       124,80       102,35        17,92         0,00         0,00        17,92         84,43    82,49","---------------------------------------------------------------------------------------------------------------------","                                              TOTAL GRUPO:      1       124,80       102,35        17,92         0,00         0,00        17,92         84,43    82,49","----------------------------------------------------------------------------------------------------------------","                                                   TOTAIS:    749    47.791,32 3.065.340,93 1.848.231,55         0,00   255.141,21    28.768,82      5.947,26    17,13","Não estão sendo consideradas no relatório as devoluções do período."
